16,terry_crowley26b,crowley_t06_003226b_9f4b42fc29.mp3,Terry Crowley26b,CrowleyT06d-6.pdf,Terry Crowley, ,F
17,terry_crowley27a,crowley_t06_003227a_4fd101747c.mp3,Terry Crowley27a,CrowleyT06d-7.pdf,Terry Crowley, ,F
18,terry_crowley27b,crowley_t06_003227b_307bb78928.mp3,Terry Crowley27b,CrowleyT06d-8.pdf,Terry Crowley, ,F
19,terry_crowley28a,crowley_t06_003228a_54d8f0477b.mp3,Terry Crowley28a,CrowleyT06d-9.pdf,Terry Crowley, ,F
20,fox_donnelly,fox_donnelly_01_017550_556a4c3180.mp3,Fox Donnelly,FoxDonnelly01.pdf,Fox Donnelly,Title: Songs and discussion with Dick Donnelly,F
21,gibbons,gibbons_b01_00053_66d47c9bd0.mp3,Gibbons,GibbonsLA53.pdf,Gibbons, ,F
22,songs_of_bundjalung_1,gummow_m01_13001_0a40e6d29a.mp3,Songs of Bundjalung 1,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
23,songs_of_bundjalung_2,gummow_m01_13002_f6890d5d88.mp3,Songs of Bundjalung 2,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
24,songs_of_bundjalung_3,gummow_m01_13003_d328e46b36.mp3,Songs of Bundjalung 3,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
25,songs_of_bundjalung_4,gummow_m01_13004_8a9982254d.mp3,Songs of Bundjalung 4,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
26,songs_of_bundjalung_5,gummow_m01_13005_b4d43ae70d.mp3,Songs of Bundjalung 5,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
27,songs_of_bundjalung_6,gummow_m01_13006_592be38551.mp3,Songs of Bundjalung 6,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
28,songs_of_bundjalung_7,gummow_m01_13007_4babcb2860.mp3,Songs of Bundjalung 7,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
29,songs_of_bundjalung_8,gummow_m01_13008_3c2f45c086.mp3,Songs of Bundjalung 8,GummowM01.pdf,Margaret Gummow,Annotation: Participants include Mary Wilson; Griffo; Mary Cowlan; Janet Gomes; Marjery Henderson; Millie Boyd; Eric and Una Walke; Aboriginal Program broadcast by Frank Roberts,F
30,songs_of_bundjalung_9,gummow_m03_13009_cf4f70e2e4.mp3,Songs of Bundjalung 9,GummowM03.pdf,Margaret Gummow,Performer/Speaker: Fletcher Roberts; Lincoln Gordon; Lucy Daley; Eileen Morgan; Millie Boyd; John Breckonbridge; Marie Breckonbridge; Charlotte Page; Louise Smith,F
31,songs_of_bundjalung_10,gummow_m03_13010_8dcbaf98a7.mp3,Songs of Bundjalung 10,GummowM03.pdf,Margaret Gummow,Performer/Speaker: Fletcher Roberts; Lincoln Gordon; Lucy Daley; Eileen Morgan; Millie Boyd; John Breckonbridge; Marie Breckonbridge; Charlotte Page; Louise Smith,F
32,songs_of_bundjalung_11,gummow_m03_13011_466ca8c71f.mp3,Songs of Bundjalung 11,GummowM03.pdf,Margaret Gummow,Performer/Speaker: Fletcher Roberts; Lincoln Gordon; Lucy Daley; Eileen Morgan; Millie Boyd; John Breckonbridge; Marie Breckonbridge; Charlotte Page; Louise Smith,F
33,oakes1a,oakes_m01_001066a_d3aa3cac94.mp3,Oakes1a,OakesM01.pdf,Oakes,Interview with Jim Morgan. Corroboree songs and vocabulary with discussion of Cecil Taylor's recital at Casino; retape of interview with James Morgan singing songs for a radio broadcast prepared for the Richmond River Historical Society by Glen Hall; 6 songs by Cecil Taylo,F
34,oakes,oakes_m01_001066b_86f35133bd.mp3,Oakes,OakesM01.pdf,Oakes,Interview with Jim Morgan. Corroboree songs and vocabulary with discussion of Cecil Taylor's recital at Casino; retape of interview with James Morgan singing songs for a radio broadcast prepared for the Richmond River Historical Society by Glen Hall; 6 songs by Cecil Taylor,
85,oakes,,,OakesLA4745.pdf,Oakes,,
35,sommerlada,sommerlad_j02_002141a_969ad621f3.mp3,Sommerlada,SummerlandJ02.pdf,Sommerlad, ,F
36,sommerladb,sommerlad_j02_002143b_2c8beff227.mp3,Sommerladb,SummerlandJ02a.pdf,Sommerlad, ,F
37,willoughbya1,willoughby_a01_004744_2efbeb3928.mp3,Willoughbya1,WilloughbyA01.pdf,Willoughby, ,F
38,willoughbya2,willoughby_a01_004745_9310136a4b.mp3,Willoughbya2,WilloughbyA01.pdf,Willoughby, ,F
39,wurm0a,wurm_s03_002880a_94336a4d11.mp3,Wurm0a,,Wurm, ,F
40,wurm1a,wurm_s03_002881a_09dd074847.mp3,Wurm1a,,Wurm, ,F
41,wurm1b,wurm_s03_002881b_20f18b1e8f.mp3,Wurm1b,,Wurm, ,F
42,wurm2a,wurm_s03_002882a_cbb724da0d.mp3,Wurm2a,,Wurm, ,F
43,wurm2b,wurm_s03_002882b_b299be3f66.mp3,Wurm2b, ,Wurm, ,F
44,wurm3a,wurm_s03_002883a_f6f812ec4c.mp3,Wurm3a,WurmLA2883.pdf,Wurm, ,F
45,wurm3b,wurm_s03_002883b_5e5e684c98.mp3,Wurm3b,WurmLA2883b.pdf,Wurm, ,F
46,wurm4a,wurm_s03_002884a_1645d629f9.mp3,Wurm4a,WurmLA2884.pdf,Wurm, ,F
47,wurm4b,wurm_s03_002884b_fb84ca748a.mp3,Wurm4b,WurmLA2884.pdf,Wurm, ,F
48,wurm5a,wurm_s03_002885a_723d97b25c.mp3,Wurm5a,,Wurm, ,F
49,wurm5b,wurm_s03_002885b_40c83900db.mp3,Wurm5b,,Wurm, ,F
50,wurm6a,wurm_s03_002886a_a25aa2ee98.mp3,Wurm6a,WurmLA2886.pdf,Wurm, ,F
51,wurm6b,wurm_s03_002886b_00e9a4fc01.mp3,Wurm6b,WurmLA2886.pdf,Wurm, ,F
52,wurm7a,wurm_s03_002887a_2eec96e762.mp3,Wurm7a,WurmLA2887.pdf,Wurm,,F
53,wurm7b,wurm_s03_002887b_8acf51ab78.mp3,Wurm7b,WurmLA2887.pdf,Wurm,,F
54,wurm8a,wurm_s03_002888a_7d7fee601f.mp3,Wurm8a,WurmLA2888.pdf,Wurm,,F
55,wurm8b,wurm_s03_002888b_879da67674.mp3,Wurm8b,WurmLA2888.pdf,Wurm,,F
56,wurm9a,wurm_s03_002889a_bcac52d0dc.mp3,Wurm9a,,Wurm,,F
57,wurm9b,wurm_s03_002889b_4d30ec6bb0.mp3,Wurm9b,,Wurm,,F
58,wurm10a,wurm_s03_002890a_ccac1537d4.mp3,Wurm10a,,Wurm, ,F
59,wurm10b,wurm_s03_002890b_10ab7c97db.mp3,Wurm10b,,Wurm, ,F
60,wurm11a,wurm_s03_002891a_4d00ec5d6e.mp3,Wurm11a,WurmLA2891.pdf,Wurm, ,F
61,wurm11b,wurm_s03_002891b_ed28d54206.mp3,Wurm11b,WurmLA2891.pdf,Wurm, ,F
62,wurm12a,wurm_s03_002892a_1d5e66582b.mp3,Wurm12a,WurmLA2892.pdf,Wurm, ,F
63,wurm12b,wurm_s03_002892b_7d18e3e821.mp3,Wurm12b,WurmLA2892.pdf,Wurm, ,F
64,wurm13a,wurm_s03_002893a_4dcd57f830.mp3,Wurm13a,WurmLA2893.pdf,Wurm, ,F
65,wurm14a,wurm_s03_002894a_944c04ccf2.mp3,Wurm14a,WurmLA2893.pdf,Wurm, ,F
66,wurm14b,wurm_s03_002894b_268d6f3a84.mp3,Wurm14b,WurmLA2894.pdf,Wurm, ,F
67,wurm15a,wurm_s03_002895a_0bc0bcdcdd.mp3,Wurm15a,WurmLA2895.pdf,Wurm, ,F
68,wurm15b,wurm_s03_002895b_6dc74baee8.mp3,Wurm15b,WurmLA2895.pdf,Wurm, ,F
69,yugambeh2a,yugambeh_01_0146621_d476290290.mp3,Yugambeh2a,,Yugambeh, ,F
70,yugambeh2b,yugambeh_01_0146622_7ea2e8c0ae.mp3,Yugambeh2b,,Yugambeh, ,F
71,yugambeh2c,yugambeh_01_0146623_c064b12cbf.mp3,Yugambeh2c,,Yugambeh, ,F
72,yugambeh3,yugambeh_01_014663_b8e0d7de71.mp3,Yugambeh3,,Yugambeh, ,F
73,yugambeh4,yugambeh_01_014664_fea81b76b2.mp3,Yugambeh4,,Yugambeh, ,F
74,yugambeh5,yugambeh_01_014665_1d35f4f0cf.mp3,Yugambeh5,,Yugambeh, ,F
75,yugambeh5b,yugambeh_01_014665_67ba4747ec.mp3,Yugambeh5b,,Yugambeh, ,F
76,yugambeh6,yugambeh_01_014666_ee262a938d.mp3,Yugambeh6,,Yugambeh, ,F
77,yugambeh7,yugambeh_01_014667_5e5243a12b.mp3,Yugambeh7,,Yugambeh, ,F
78,yugambeh8,yugambeh_01_014668_815f3334d5.mp3,Yugambeh8,,Yugambeh, ,F
79,yugambeh9,yugambeh_01_014669_f8eb69dcf4.mp3,Yugambeh9,,Yugambeh, ,F
80,yugambeh10,yugambeh_01_014670_1adc7943ec.mp3,Yugambeh10,,Yugambeh, ,F
81,yugambeh11,yugambeh_01_0146711_d590bf5480.mp3,Yugambeh11,,Yugambeh, ,F
82,yugambeh12,yugambeh_01_0146712_f5c3635564.mp3,Yugambeh12,,Yugambeh, ,F
83,yugambeh13,yugambeh_01_0146713_cc2255d7af.mp3,Yugambeh13,,Yugambeh, ,F
84,yugambeh14,yugambeh_01_0146714_edbfda80cb.mp3,Yugambeh14,,Yugambeh, ,F
86,,,,WurmLA1779.pdf,Wurm,,
87,,,,WurmLA1778.pdf,Wurm,,
88,,,,WurmLA1777.pdf,Wurm,,
,,,, ,,,
